ID,Nome,Cidade,Estado,Unidade Federativa (UF)
12176,Bruna,da Costa do Oeste,AC,Acre
12177,Juan,Caldeira das Flores,GO,Goiás
12178,Helena,da Cruz do Oeste,PB,Paraíba
12179,Heitor,Teixeira,RS,Rio Grande do Sul
12180,Manuela,Porto,ES,Espírito Santo
12181,Cauã,Oliveira,AL,Alagoas
12182,Heitor,da Rosa de Lopes,RR,Roraima
12183,Mirella,Fogaça do Oeste,ES,Espírito Santo
12184,Emilly,Aragão do Galho,RR,Roraima
12185,Otávio,Monteiro da Praia,AC,Acre
12186,Marcelo,Almeida,MS,Mato Grosso do Sul
12187,Carolina,Costela Paulista,PB,Paraíba
12188,Giovanna,Lopes Paulista,RN,Rio Grande do Norte
12189,Maysa,Monteiro da Praia,AP,Amapá
12190,Lucas,Araújo,PI,Piauí
12191,Luiz Otávio,Moraes,TO,Tocantins
12192,Emilly,Ramos da Praia,MG,Minas Gerais
12193,Clarice,da Costa,CE,Ceará
12194,Ana Luiza,Barbosa de da Rosa,CE,Ceará
12195,Calebe,Rocha,AC,Acre
12196,Esther,da Cunha,PB,Paraíba
12197,Antônio,Rocha do Amparo,PB,Paraíba
12198,João Felipe,Melo Paulista,AM,Amazonas
12199,Miguel,Araújo do Oeste,SE,Sergipe
12200,Felipe,Vieira do Sul,PB,Paraíba
12201,Ana Sophia,da Rocha do Campo,PR,Paraná
12202,Stephany,Monteiro,BA,Bahia
12203,Laís,da Costa Paulista,PE,Pernambuco
12204,Maria Julia,Almeida,MT,Mato Grosso
12205,Pedro Lucas,Monteiro Grande,PR,Paraná
12206,Luiza,Farias de Goiás,RO,Rondônia
12207,Juan,Silva do Amparo,SE,Sergipe
12208,Sarah,Costa,DF,Distrito Federal
12209,Kevin,Araújo,PI,Piauí
12210,Marcela,Ribeiro das Pedras,BA,Bahia
12211,Enrico,da Cunha,SE,Sergipe
12212,Ana Clara,Mendes,RR,Roraima
12213,Heloísa,Novaes de Teixeira,AM,Amazonas
12214,Stephany,da Rocha do Sul,GO,Goiás
12215,Otávio,Lima de Fogaça,GO,Goiás
12216,Luiza,Costa,RJ,Rio de Janeiro
12217,Augusto,Nunes Grande,ES,Espírito Santo
12218,Ana Luiza,Mendes,RR,Roraima
12219,Esther,Azevedo,PI,Piauí
12220,Isabel,Barbosa,RJ,Rio de Janeiro
12221,Henrique,Gomes,AL,Alagoas
12222,Alexandre,Ferreira Alegre,PR,Paraná
12223,Rafaela,Teixeira,AM,Amazonas
12224,Alícia,Campos de Castro,MS,Mato Grosso do Sul
12225,Cecília,Castro de da Conceição,RN,Rio Grande do Norte
12226,Pedro Miguel,Costela,RR,Roraima
12227,Arthur,Novaes Paulista,DF,Distrito Federal
12228,Camila,Lopes do Amparo,MT,Mato Grosso
12229,Thomas,da Mota,MA,Maranhão
12230,Guilherme,Lopes de Monteiro,PE,Pernambuco
12231,Luiza,Barros,SP,São Paulo
12232,Rafael,Lima,SC,Santa Catarina
12233,Kaique,Rezende de da Rosa,BA,Bahia
12234,Leonardo,Vieira do Amparo,PB,Paraíba
12235,Vinicius,Carvalho,PA,Pará
12236,Stephany,da Cunha,AP,Amapá
12237,João Lucas,Alves,MA,Maranhão
12238,Ana Beatriz,Castro,AC,Acre
12239,João Vitor,Castro,BA,Bahia
12240,Nicole,Gomes,TO,Tocantins
12241,Isabel,Costela da Praia,RO,Rondônia
12242,Heloísa,Moreira,AM,Amazonas
12243,Ana Julia,Sales,AM,Amazonas
12244,Erick,Ramos do Campo,AP,Amapá
12245,Catarina,Cardoso,RS,Rio Grande do Sul
12246,Alícia,Oliveira,RN,Rio Grande do Norte
12247,Ana,Cardoso Grande,PI,Piauí
12248,Olivia,Gonçalves,DF,Distrito Federal
12249,Anthony,Castro,RN,Rio Grande do Norte
12250,Bianca,Ferreira,SP,São Paulo
12251,Sarah,Correia,MS,Mato Grosso do Sul
12252,Luiz Henrique,Viana da Praia,SP,São Paulo
12253,Rafaela,Monteiro do Galho,AL,Alagoas
12254,Yuri,Moreira,PE,Pernambuco
12255,Luiz Otávio,Moreira,AM,Amazonas
12256,Luiz Miguel,Cardoso,TO,Tocantins
12257,Bruno,Vieira da Praia,RJ,Rio de Janeiro
12258,Gabrielly,Campos dos Dourados,RS,Rio Grande do Sul
12259,Brenda,Gomes,CE,Ceará
12260,Renan,da Luz Verde,RJ,Rio de Janeiro
12261,Renan,Cunha do Galho,SP,São Paulo
12262,Ana Sophia,Cardoso do Campo,TO,Tocantins
12263,Pietra,Silveira de da Rosa,RJ,Rio de Janeiro
12264,Isadora,Freitas,AC,Acre
12265,Igor,Carvalho,CE,Ceará
12266,Otávio,da Paz de Castro,AP,Amapá
12267,Fernanda,Fogaça,RO,Rondônia
12268,João Gabriel,Cunha,RR,Roraima
12269,Yuri,Ramos do Sul,PB,Paraíba
12270,Maria Luiza,Lopes,PA,Pará
12271,Gabrielly,Teixeira de Porto,AC,Acre
12272,Pedro Henrique,Pereira,DF,Distrito Federal
12273,Ana,Castro da Prata,PI,Piauí
12274,Emilly,Dias do Norte,RS,Rio Grande do Sul
12275,Ian,Cardoso do Galho,SC,Santa Catarina
12276,João Gabriel,Duarte dos Dourados,PA,Pará
12277,Catarina,Pereira das Pedras,RR,Roraima
12278,Sofia,Martins da Praia,GO,Goiás
12279,Júlia,das Neves de Castro,PI,Piauí
12280,Amanda,da Luz do Campo,AP,Amapá
12281,Isabel,Pereira Alegre,AM,Amazonas
12282,Stella,da Mata do Galho,AM,Amazonas
12283,Luiz Miguel,Cardoso Grande,MG,Minas Gerais
12284,Marcela,Cavalcanti,CE,Ceará
12285,Yuri,Campos de Mendes,PA,Pará
12286,Nicolas,da Costa do Sul,AM,Amazonas
12287,João,Ribeiro Grande,RO,Rondônia
12288,João,Melo,SC,Santa Catarina
12289,João,Almeida,SC,Santa Catarina
12290,Maria Fernanda,Rezende das Flores,SP,São Paulo
12291,Mirella,Ribeiro do Oeste,ES,Espírito Santo
12292,Ana Júlia,Farias das Flores,PI,Piauí
12293,Nina,Alves de Moreira,RO,Rondônia
12294,Isaac,da Costa da Serra,AL,Alagoas
12295,Rafaela,Teixeira do Sul,SE,Sergipe
12296,Beatriz,Fogaça da Praia,CE,Ceará
12297,Melissa,Araújo,MG,Minas Gerais
12298,Melissa,da Luz da Serra,CE,Ceará
12299,Maria Cecília,Cardoso,AL,Alagoas
12300,Natália,Carvalho Verde,RN,Rio Grande do Norte
12301,Vitor Gabriel,Fogaça,SC,Santa Catarina
12302,Luna,Barros,MG,Minas Gerais
12303,Joana,Moura de Azevedo,RO,Rondônia
12304,Isaac,Ferreira da Praia,PE,Pernambuco
12305,Vitória,Cardoso,ES,Espírito Santo
12306,Sophia,Viana,PE,Pernambuco
12307,Anthony,Moura,MA,Maranhão
12308,Kevin,Castro,PR,Paraná
12309,Rafaela,Duarte de Nascimento,SC,Santa Catarina
12310,Bruno,Campos,AM,Amazonas
12311,Ana Luiza,Araújo do Galho,SC,Santa Catarina
12312,Kevin,Rodrigues,RS,Rio Grande do Sul
12313,Maria Julia,Silveira de Souza,SC,Santa Catarina
12314,Maria Sophia,Ramos,AL,Alagoas
12315,Igor,da Luz,PA,Pará
12316,Pedro Lucas,da Mota de Goiás,RO,Rondônia
12317,Bruno,Gomes,RO,Rondônia
12318,Lucca,Moreira,SP,São Paulo
12319,Luiz Fernando,da Cruz,PE,Pernambuco
12320,Elisa,Teixeira,AP,Amapá
12321,Ryan,Aragão,GO,Goiás
12322,Brenda,Fogaça,BA,Bahia
12323,Joana,Peixoto,AC,Acre
12324,Catarina,da Rosa,GO,Goiás
12325,Bruno,Silva,RN,Rio Grande do Norte
12326,Helena,Castro,AL,Alagoas
12327,Ana Luiza,Ferreira das Flores,CE,Ceará
12328,Cecília,Pereira Grande,SC,Santa Catarina
12329,Joaquim,Mendes,PE,Pernambuco
12330,Pietra,das Neves,PI,Piauí
12331,Ana Lívia,Martins,AC,Acre
12332,Fernanda,da Conceição de Barros,RR,Roraima
12333,Henrique,da Conceição da Prata,PI,Piauí
12334,Matheus,Rocha,PB,Paraíba
12335,Alana,Rodrigues Alegre,SE,Sergipe
12336,Kevin,Freitas da Praia,RS,Rio Grande do Sul
12337,Nicolas,Fernandes de Carvalho,SE,Sergipe
12338,Maria,da Rocha de Moura,MA,Maranhão
12339,Mariane,Caldeira,MA,Maranhão
12340,Nathan,Jesus,PA,Pará
12341,Lorena,Cavalcanti de da Cruz,PR,Paraná
12342,Pedro Henrique,da Cunha do Oeste,DF,Distrito Federal
12343,Bruna,Sales,RS,Rio Grande do Sul
12344,Olivia,Costela do Norte,RO,Rondônia
12345,Lorena,Freitas de Minas,AP,Amapá
12346,João Guilherme,Rodrigues de Campos,RN,Rio Grande do Norte
12347,Kamilly,Duarte,RJ,Rio de Janeiro
12348,Daniela,da Paz de Costela,PA,Pará
12349,Alexandre,Pereira,SC,Santa Catarina
12350,Sophie,Costela do Sul,MT,Mato Grosso
12351,Juliana,da Costa,DF,Distrito Federal
12352,Anthony,Nogueira,AC,Acre
12353,Erick,Barros da Praia,AL,Alagoas
12354,Eloah,Silva,MS,Mato Grosso do Sul
12355,Eduarda,da Mata,SC,Santa Catarina
12356,Anthony,Moreira de Peixoto,SC,Santa Catarina
12357,Ana,Moreira,PB,Paraíba
12358,Alexandre,Duarte,SP,São Paulo
12359,Emanuelly,Nunes Alegre,RJ,Rio de Janeiro
12360,Carlos Eduardo,Rodrigues Grande,RN,Rio Grande do Norte
12361,Erick,Correia,AC,Acre
12362,Brenda,Cunha do Campo,PA,Pará
12363,Rodrigo,Carvalho da Mata,MT,Mato Grosso
12364,Yuri,Ribeiro,SC,Santa Catarina
12365,Marcelo,Silveira de da Luz,RN,Rio Grande do Norte
12366,Henrique,Cardoso,DF,Distrito Federal
12367,Pietra,Moraes de Minas,RJ,Rio de Janeiro
12368,Joaquim,Peixoto dos Dourados,RR,Roraima
12369,Raul,da Luz dos Dourados,DF,Distrito Federal
12370,Eloah,da Paz,ES,Espírito Santo
12371,Benjamin,Porto,SP,São Paulo
12372,Letícia,Silva de Rodrigues,RO,Rondônia
12373,Samuel,Cardoso,PA,Pará
12374,Caio,Souza,RR,Roraima
12375,Alexandre,Nunes da Mata,AM,Amazonas
12376,Isis,Teixeira,AM,Amazonas
12377,Ana Carolina,da Costa de Barros,MG,Minas Gerais
12378,Eduardo,da Rosa das Pedras,MG,Minas Gerais
12379,Ian,Souza,PR,Paraná
12380,Theo,Azevedo de Minas,BA,Bahia
12381,Alice,Melo da Mata,AL,Alagoas
12382,Isabelly,Castro Grande,RS,Rio Grande do Sul
12383,João Miguel,Novaes das Flores,GO,Goiás
12384,Alice,Ramos,AP,Amapá
12385,Renan,Rocha,AP,Amapá
12386,Juliana,Nogueira,TO,Tocantins
12387,Juan,Fogaça,PI,Piauí
12388,Rodrigo,Novaes,RO,Rondônia
12389,Miguel,Oliveira de Minas,MT,Mato Grosso
12390,Ana Julia,Fernandes de Melo,RO,Rondônia
12391,Ana Júlia,Cavalcanti de Jesus,RR,Roraima
12392,Luana,Carvalho da Prata,MG,Minas Gerais
12393,Pedro Henrique,Pereira,TO,Tocantins
12394,Fernanda,Almeida,PA,Pará
12395,Maysa,Novaes Verde,AM,Amazonas
12396,Ana Sophia,Martins,AC,Acre
12397,Murilo,das Neves do Amparo,AP,Amapá
12398,Rafaela,da Mota,DF,Distrito Federal
12399,Joana,da Rocha,AC,Acre
12400,Laís,Rocha de da Rosa,PR,Paraná
12401,Julia,Campos da Praia,GO,Goiás
12402,Kamilly,Jesus da Praia,SP,São Paulo
12403,Rebeca,Cavalcanti do Campo,AC,Acre
12404,Sarah,Araújo do Sul,AM,Amazonas
12405,Enzo Gabriel,Costa das Pedras,ES,Espírito Santo
12406,João,Nunes,MS,Mato Grosso do Sul
12407,Luiz Miguel,Jesus Grande,CE,Ceará
12408,Rafael,Campos da Serra,DF,Distrito Federal
12409,Juan,Monteiro Alegre,AM,Amazonas
12410,Rafael,Silva Paulista,RS,Rio Grande do Sul
12411,Augusto,Correia da Serra,AL,Alagoas
12412,Davi,Santos,PB,Paraíba
12413,Maria Julia,Moraes,MG,Minas Gerais
12414,Rafaela,Castro,MS,Mato Grosso do Sul
12415,João Pedro,Pires da Prata,MA,Maranhão
12416,Yuri,Monteiro,RJ,Rio de Janeiro
12417,Kamilly,Sales do Galho,AM,Amazonas
12418,Isis,da Conceição,MG,Minas Gerais
12419,Nicole,da Rocha do Amparo,AL,Alagoas
12420,Maria Clara,Fogaça,RJ,Rio de Janeiro
12421,Leandro,Sales,RS,Rio Grande do Sul
12422,Marcelo,Moura,AM,Amazonas
12423,Pedro Miguel,Teixeira,TO,Tocantins
12424,Kaique,das Neves Paulista,PI,Piauí
12425,Vitor Gabriel,Alves do Oeste,PB,Paraíba
12426,Calebe,Teixeira,RN,Rio Grande do Norte
12427,Mariana,Silveira,PB,Paraíba
12428,Nathan,Nascimento de Souza,PA,Pará
12429,João Pedro,Caldeira,DF,Distrito Federal
12430,Giovanna,da Cunha,CE,Ceará
12431,Ana Vitória,Martins de Goiás,SC,Santa Catarina
12432,Lívia,Nunes de Araújo,PE,Pernambuco
12433,Rafaela,da Costa,PI,Piauí
12434,Luiz Fernando,Barbosa,AC,Acre
12435,Sophie,Pinto Paulista,MG,Minas Gerais
12436,João,Araújo da Prata,AL,Alagoas
12437,Enrico,Nascimento das Flores,PB,Paraíba
12438,Guilherme,Souza de Goiás,MG,Minas Gerais
12439,Luna,Alves,MS,Mato Grosso do Sul
12440,Amanda,Barbosa do Galho,SC,Santa Catarina
12441,Bianca,Correia Alegre,DF,Distrito Federal
12442,Maria Julia,Moreira do Oeste,TO,Tocantins
12443,Agatha,Ramos,MT,Mato Grosso
12444,Camila,Almeida do Norte,RS,Rio Grande do Sul
12445,Renan,Silveira da Prata,MT,Mato Grosso
12446,Otávio,da Costa,PR,Paraná
12447,Caio,Novaes,DF,Distrito Federal
12448,Nathan,da Mota,PE,Pernambuco
12449,Luigi,Pinto da Prata,ES,Espírito Santo
12450,Emanuelly,Carvalho do Galho,MS,Mato Grosso do Sul
12451,Nathan,Cardoso da Prata,PA,Pará
12452,Pedro Miguel,Moreira do Oeste,AL,Alagoas
12453,Erick,Ferreira Alegre,RN,Rio Grande do Norte
12454,Sophia,Moreira de Ferreira,RO,Rondônia
12455,Manuela,da Mata,RS,Rio Grande do Sul
12456,Francisco,Melo,RJ,Rio de Janeiro
12457,Laura,Silveira,MT,Mato Grosso
12458,Sabrina,das Neves Verde,SE,Sergipe
12459,Guilherme,Cunha,ES,Espírito Santo
12460,Luiz Miguel,Nunes Alegre,MS,Mato Grosso do Sul
12461,Gustavo,Rocha,MA,Maranhão
12462,Juliana,Lopes,PR,Paraná
12463,André,Gomes de Minas,MA,Maranhão
12464,João Felipe,Aragão,RN,Rio Grande do Norte
12465,Leonardo,Freitas de da Cunha,BA,Bahia
12466,Cauê,Lopes,RN,Rio Grande do Norte
12467,Marcelo,Santos do Norte,MT,Mato Grosso
12468,Isabel,Pires,MA,Maranhão
12469,Anthony,Rezende de Rodrigues,PB,Paraíba
12470,Lorena,Pereira da Mata,RN,Rio Grande do Norte
12471,Ana,da Mata do Campo,PR,Paraná
12472,Erick,Peixoto da Prata,PE,Pernambuco
12473,Bianca,Alves,MT,Mato Grosso
12474,Pedro Miguel,Lima Grande,SC,Santa Catarina
12475,Miguel,Silva da Prata,AL,Alagoas
12476,Pedro Miguel,Campos Verde,PI,Piauí
12477,Davi Lucas,da Conceição do Oeste,RO,Rondônia
12478,Valentina,Porto,PR,Paraná
12479,Thales,Lopes,RO,Rondônia
12480,Camila,Correia,PA,Pará
12481,Sofia,Costela,SE,Sergipe
12482,Augusto,Rezende das Pedras,RN,Rio Grande do Norte
12483,Anthony,Pinto,BA,Bahia
12484,Esther,da Paz,AP,Amapá
12485,Vicente,Viana dos Dourados,SC,Santa Catarina
12486,Davi Lucas,da Conceição,ES,Espírito Santo
12487,Stephany,da Rocha,MG,Minas Gerais
12488,Antônio,Nunes de Minas,SC,Santa Catarina
12489,Esther,Rodrigues dos Dourados,RJ,Rio de Janeiro
12490,Calebe,das Neves,MG,Minas Gerais
12491,Cauã,Fernandes,PB,Paraíba
12492,Ana,da Conceição,SE,Sergipe
12493,Pedro Miguel,Moura,AL,Alagoas
12494,Natália,Sales Alegre,SP,São Paulo
12495,João Miguel,Gonçalves,TO,Tocantins
12496,Davi Lucas,Santos,PA,Pará
12497,Mirella,Moreira,PB,Paraíba
12498,Sabrina,Costa de Goiás,PB,Paraíba
12499,Heitor,da Conceição,TO,Tocantins
12500,Bárbara,Ribeiro de da Paz,DF,Distrito Federal
12501,Alexandre,Duarte do Oeste,RJ,Rio de Janeiro
12502,Erick,da Rocha Alegre,BA,Bahia
12503,Alice,Campos,AC,Acre
12504,João Gabriel,Carvalho,MA,Maranhão
12505,Heloísa,Fernandes de Goiás,RS,Rio Grande do Sul
12506,Calebe,da Mota de Minas,CE,Ceará
12507,Bruno,Barbosa,AC,Acre
12508,Natália,da Cunha Verde,BA,Bahia
12509,Alana,Ferreira,TO,Tocantins
12510,Henrique,Araújo do Amparo,ES,Espírito Santo
12511,Joaquim,Duarte Grande,BA,Bahia
12512,Maysa,Silva do Galho,CE,Ceará
12513,Vicente,das Neves,AM,Amazonas
12514,Pedro,Ramos,PA,Pará
12515,Marcos Vinicius,Fogaça,RN,Rio Grande do Norte
12516,Emanuelly,Teixeira,AM,Amazonas
12517,Eduarda,da Costa,DF,Distrito Federal
12518,Luiz Gustavo,Moreira Verde,RN,Rio Grande do Norte
12519,Arthur,Aragão de Minas,AL,Alagoas
12520,Júlia,Jesus,BA,Bahia
12521,Maria Eduarda,da Rocha,RJ,Rio de Janeiro
12522,Emanuelly,Cunha,MT,Mato Grosso
12523,Mariana,Rodrigues,MG,Minas Gerais
12524,Emanuel,da Costa,TO,Tocantins
12525,Eloah,Gomes do Oeste,PI,Piauí
12526,Elisa,Freitas,DF,Distrito Federal
12527,Cecília,Rodrigues do Norte,PA,Pará
12528,Luiz Henrique,Oliveira,AM,Amazonas
12529,Emilly,Viana de Goiás,MG,Minas Gerais
12530,Yuri,Lopes,PR,Paraná
12531,Igor,Rezende,RR,Roraima
12532,Raquel,da Paz das Flores,SE,Sergipe
12533,Calebe,Ribeiro de Goiás,MS,Mato Grosso do Sul
12534,Melissa,Moura,CE,Ceará
12535,Maria Luiza,Carvalho,AM,Amazonas
12536,Ana Carolina,Fernandes Grande,AM,Amazonas
12537,Rafaela,Vieira da Prata,AM,Amazonas
12538,Raul,Monteiro de Lopes,RJ,Rio de Janeiro
12539,Esther,Azevedo do Oeste,RJ,Rio de Janeiro
12540,Lucca,da Mata Alegre,RR,Roraima
12541,Francisco,da Cunha,SE,Sergipe
12542,Nicole,Campos de Duarte,AL,Alagoas
12543,Igor,da Luz,AP,Amapá
12544,Carlos Eduardo,Cardoso dos Dourados,RR,Roraima
12545,Luiz Felipe,da Conceição,SE,Sergipe
12546,Rafaela,Viana,PR,Paraná
12547,Pedro Henrique,Nascimento,RN,Rio Grande do Norte
12548,Enrico,Costa do Sul,MT,Mato Grosso
12549,Matheus,Vieira,RN,Rio Grande do Norte
12550,Bruno,Moura,TO,Tocantins
12551,Carolina,Nunes,ES,Espírito Santo
12552,Maria Alice,Araújo da Mata,ES,Espírito Santo
12553,Cauê,Porto,CE,Ceará
12554,Lorenzo,Fernandes de Goiás,PR,Paraná
12555,Lucas,Almeida de Sales,MG,Minas Gerais
12556,Breno,da Cunha,MT,Mato Grosso
12557,Pedro Miguel,Martins,AC,Acre
12558,Agatha,Rodrigues,PI,Piauí
12559,Juliana,Gonçalves de Porto,PR,Paraná
12560,Luna,Rocha,SE,Sergipe
12561,Carlos Eduardo,Souza da Mata,BA,Bahia
12562,Mirella,Vieira,MS,Mato Grosso do Sul
12563,Valentina,Almeida Verde,MT,Mato Grosso
12564,Bruno,Lopes do Sul,MG,Minas Gerais
12565,Francisco,Cardoso,PB,Paraíba
12566,Maria Julia,da Paz,MT,Mato Grosso
12567,Marcos Vinicius,Novaes,RO,Rondônia
12568,Davi,Farias do Galho,DF,Distrito Federal
12569,Maria Luiza,Nunes,AL,Alagoas
12570,Gabriel,Moreira,RN,Rio Grande do Norte
12571,Eloah,Monteiro de Minas,CE,Ceará
12572,João Miguel,Nascimento,ES,Espírito Santo
12573,Bianca,Farias,MA,Maranhão
12574,Lorena,Gomes do Campo,SP,São Paulo
12575,Theo,Rezende de Goiás,MG,Minas Gerais
12576,Manuela,Gomes do Norte,PI,Piauí
12577,Alexandre,Pereira de Cardoso,CE,Ceará
12578,Enzo Gabriel,Porto,GO,Goiás
12579,Letícia,Campos das Flores,RR,Roraima
12580,Ryan,Sales da Serra,PI,Piauí
12581,Bárbara,Cavalcanti,ES,Espírito Santo
12582,Enzo,Pinto de Teixeira,AM,Amazonas
12583,Isabelly,Pinto de da Mota,ES,Espírito Santo
12584,Ana Laura,Monteiro,RR,Roraima
12585,Ana Luiza,Pinto,SP,São Paulo
12586,Enzo,Moreira,MS,Mato Grosso do Sul
12587,Kaique,Carvalho de Cardoso,PI,Piauí
12588,João Felipe,Moreira das Flores,RN,Rio Grande do Norte
12589,Vitor,Nascimento do Galho,CE,Ceará
12590,Ana Carolina,Alves,CE,Ceará
12591,Ana Lívia,Santos de Goiás,AL,Alagoas
12592,Enrico,Nascimento Grande,SP,São Paulo
12593,Laura,Rezende do Campo,MT,Mato Grosso
12594,Júlia,Fernandes,AP,Amapá
12595,João Guilherme,da Cruz de Araújo,PR,Paraná
12596,Sofia,Gonçalves Grande,RN,Rio Grande do Norte
12597,Ana Luiza,Aragão,PA,Pará
12598,Samuel,Peixoto da Mata,PB,Paraíba
12599,Kamilly,Farias,MS,Mato Grosso do Sul
12600,Renan,da Luz dos Dourados,RS,Rio Grande do Sul
12601,Elisa,Novaes do Campo,RN,Rio Grande do Norte
12602,Larissa,Fogaça,RO,Rondônia
12603,Luiz Henrique,Aragão,PB,Paraíba
12604,Camila,Souza dos Dourados,MG,Minas Gerais
12605,Ana Clara,Gomes,PI,Piauí
12606,Melissa,Jesus da Mata,PI,Piauí
12607,Luiz Henrique,Castro,RO,Rondônia
12608,Cauê,Pires,RR,Roraima
12609,João,Fogaça das Flores,PR,Paraná
12610,Otávio,Aragão do Norte,AM,Amazonas
12611,Helena,Rezende,AM,Amazonas
12612,Bruno,Farias,MA,Maranhão
12613,André,Moura,RS,Rio Grande do Sul
12614,Pietro,Farias Paulista,SE,Sergipe
12615,Lívia,Castro,CE,Ceará
12616,Kaique,Monteiro,MG,Minas Gerais
12617,Vicente,Correia,RS,Rio Grande do Sul
12618,Pedro Henrique,Moreira de Silveira,RN,Rio Grande do Norte
12619,Laís,Gomes de Lima,RO,Rondônia
12620,Beatriz,Barros,PI,Piauí
12621,Cauê,Nunes do Galho,PR,Paraná
12622,Gabriela,Duarte,MS,Mato Grosso do Sul
12623,Maria Vitória,Nogueira,AM,Amazonas
12624,Pietro,Carvalho,AC,Acre
12625,Sarah,Pinto,RO,Rondônia
12626,João Lucas,da Cruz,SE,Sergipe
12627,Yago,Fogaça Grande,CE,Ceará
12628,Diego,das Neves da Prata,MT,Mato Grosso
12629,Vitor,Nascimento do Amparo,RS,Rio Grande do Sul
12630,Vinicius,Pires de Lima,AL,Alagoas
12631,Davi Lucas,Nogueira,AL,Alagoas
12632,Thomas,Moreira do Norte,BA,Bahia
12633,Ana Sophia,Silva de Minas,SP,São Paulo
12634,Laura,Pires,RJ,Rio de Janeiro
12635,Bianca,Costa,ES,Espírito Santo
12636,Pedro Henrique,Pereira de Silveira,MG,Minas Gerais
12637,Luana,Rodrigues de da Paz,AM,Amazonas
12638,Esther,Moura,MS,Mato Grosso do Sul
12639,Alexandre,Pinto de Fogaça,AL,Alagoas
12640,Lucas Gabriel,Cardoso,PA,Pará
12641,Ana Vitória,Azevedo,MS,Mato Grosso do Sul
12642,Breno,Pereira,AP,Amapá
12643,Isabella,Castro de Rezende,MG,Minas Gerais
12644,Luiz Felipe,Martins,PA,Pará
12645,Matheus,Silveira do Norte,RJ,Rio de Janeiro
12646,Danilo,Barbosa do Amparo,DF,Distrito Federal
12647,Isaac,Souza do Norte,TO,Tocantins
12648,Emilly,Aragão do Amparo,TO,Tocantins
12649,Paulo,da Rosa,AP,Amapá
12650,Lucca,Mendes de Moreira,SP,São Paulo
12651,Luiz Fernando,Caldeira de Cunha,CE,Ceará
12652,Gustavo Henrique,Ramos da Mata,MS,Mato Grosso do Sul
12653,Danilo,da Conceição da Prata,RN,Rio Grande do Norte
12654,Felipe,Moreira,AL,Alagoas
12655,Enzo,Duarte do Oeste,ES,Espírito Santo
12656,Renan,Gonçalves,TO,Tocantins
12657,Marcela,Cardoso Paulista,BA,Bahia
12658,Kevin,Porto de Azevedo,CE,Ceará
12659,Alana,Azevedo das Pedras,MT,Mato Grosso
12660,Luiz Felipe,Lima do Galho,SE,Sergipe
12661,Emanuella,Moreira de Vieira,RS,Rio Grande do Sul
12662,Ana Sophia,Sales,RN,Rio Grande do Norte
12663,Carolina,Freitas das Pedras,MA,Maranhão
12664,Yago,Ramos do Campo,PI,Piauí
12665,Isabelly,Costela,RR,Roraima
12666,Lara,Fernandes,CE,Ceará
12667,Letícia,Pires,SP,São Paulo
12668,Lavínia,Monteiro do Oeste,BA,Bahia
12669,Antônio,da Mota,PB,Paraíba
12670,Alexandre,Farias de Alves,RO,Rondônia
12671,Catarina,Rodrigues da Serra,AP,Amapá
12672,Lorenzo,da Cunha da Mata,PR,Paraná
12673,Pedro Miguel,Souza,PR,Paraná
12674,Alana,Castro do Galho,RN,Rio Grande do Norte
12675,Maria Alice,Moura,MT,Mato Grosso
12676,Valentina,Melo das Pedras,PA,Pará
12677,Isadora,Barros da Praia,MS,Mato Grosso do Sul
12678,Leandro,Teixeira de Araújo,MS,Mato Grosso do Sul
12679,Raul,Nascimento,RO,Rondônia
12680,Sophie,da Rosa,TO,Tocantins
12681,Milena,Farias,RR,Roraima
12682,Melissa,Pereira da Serra,DF,Distrito Federal
12683,Theo,da Costa,ES,Espírito Santo
12684,Juliana,Santos da Mata,RS,Rio Grande do Sul
12685,Danilo,Cardoso,PA,Pará
12686,Camila,Campos de Goiás,BA,Bahia
12687,Sofia,Gonçalves de Minas,RN,Rio Grande do Norte
12688,Raquel,Silveira,PA,Pará
12689,Ana,Vieira,MS,Mato Grosso do Sul
12690,Diogo,Carvalho da Prata,PA,Pará
12691,Isadora,Costa das Flores,AC,Acre
12692,Juliana,da Costa Paulista,BA,Bahia
12693,Alice,Dias,AP,Amapá
12694,Benício,das Neves,AM,Amazonas
12695,Guilherme,Freitas das Flores,AC,Acre
12696,Daniela,Carvalho,TO,Tocantins
12697,Maria Sophia,Silva do Campo,MG,Minas Gerais
12698,Isis,Cardoso,AM,Amazonas
12699,Letícia,Farias,SC,Santa Catarina
12700,Milena,Carvalho,AM,Amazonas
12701,Luiz Henrique,Almeida de Costa,AP,Amapá
12702,Milena,Lopes,CE,Ceará
12703,Olivia,Correia,SP,São Paulo
12704,Maria Clara,da Costa,AM,Amazonas
12705,Maria Cecília,da Cunha de Pires,RO,Rondônia
12706,Lavínia,Barbosa Alegre,SC,Santa Catarina
12707,Benício,Carvalho,GO,Goiás
12708,Camila,Cardoso,AM,Amazonas
12709,Lucas Gabriel,Cardoso,MS,Mato Grosso do Sul
12710,Marcos Vinicius,Gomes do Sul,BA,Bahia
12711,Lara,Nascimento,MA,Maranhão
12712,Carlos Eduardo,Rocha de Goiás,SC,Santa Catarina
